uuid,answer_UUID,question,chapter,topic,concept,answer,hint,keywords,conceptual_difficulty,comprehension_difficulty,calculation_difficulty,overall_difficulty
65fb2f60-5934-475f-bc49-c47e286a8963,086a0ab3-6d67-41ee-a4af-73ba45b6a867,"Given that $x + y = 7$ and $xy = 10$, calculate the value of $x^2 - y^2$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $x + y = 7$ and $xy = 10$, calculate the value of $x^2 - y^2$."", ""steps"": [{""explanation"": ""To find the value of $x^2 - y^2$, we can use algebraic identities to simplify our calculations."", ""mathematical_explanation"": ""$x^2 - y^2$ can be rewritten using the difference of squares formula as $(x+y)(x-y)$. We already know from the given information that $x + y = 7$. Our goal now is to find or express $x - y$.""}, {""explanation"": ""We have two equations: $x + y = 7$ and $xy = 10$. To find $x - y$, we first need to understand how these relate to each other."", ""mathematical_explanation"": ""From $x + y = 7$, squaring both sides gives us $(x + y)^2 = 49$. Expanding this equation yields $x^2 + 2xy + y^2 = 49$. Using the second equation $xy = 10$, substitute $2xy$ with $2*10=20$ in the expanded form, which leads to $x^2 + 20 + y^2 = 49$. Therefore, $x^2 + y^2 = 29$.""}, {""explanation"": ""Now that we have $x^2 + y^2 = 29$, let's go back to finding $x - y$."", ""mathematical_explanation"": ""Recall that $(x - y)^2 = x^2 - 2xy + y^2$. Substituting known values into this equation, we get $(x - y)^2 = 29 - 2(10) = 9$. Taking the square root on both sides, $|x - y| = 3$. Since we're looking for $x^2 - y^2$, and knowing it equals $(x+y)(x-y)$, we can proceed with either positive or negative 3 for $x-y$, but since multiplication involves an absolute value context here (due to symmetry), the sign does not affect the final result.""}, {""explanation"": ""Finally, substituting the values into our initial expression for $x^2 - y^2$"", ""mathematical_explanation"": ""$(x+y)(x-y) = 7 * 3 = 21$. Hence, the value of $x^2 - y^2$ is $\\boxed{21}$.""}], ""final_answer"": ""21"", ""answers"": [{""answers"": ""21"", ""isCorrect"": true}, {""answers"": ""-21"", ""isCorrect"": false}, {""answers"": ""14"", ""isCorrect"": false}, {""answers"": ""49"", ""isCorrect"": false}], ""hint"": ""Consider using the identity $(x+y)(x-y)=x^2-y^2$ and the given equations to find $x-y$, then multiply by $x+y$."", ""keywords"": [""difference of squares"", ""algebraic identities"", ""equations solving"", ""substitution method""]}",,,75,10,30,47.5
5eedf23a-f6eb-49de-8651-05121fb23234,d4a1ca48-458f-4423-9695-79fbe44e902d,"If $m-n=4$ and $mn=3$, find the value of $m^2 + n^2$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $m-n=4$ and $mn=3$, find the value of $m^2 + n^2$"", ""steps"": [{""explanation"": ""To find the value of $m^2 + n^2$, we can use an algebraic identity that relates this expression to the given information about $m - n$ and $mn$. We know that $(m - n)^2 = m^2 - 2mn + n^2$. Rearranging gives us $m^2 + n^2 = (m - n)^2 + 2mn$. Using the provided values for $m - n$ and $mn$, we substitute them into our rearranged equation."", ""mathematical_explanation"": ""$$(m - n)^2 = m^2 - 2mn + n^2 \\implies m^2 + n^2 = (m - n)^2 + 2mn$$\n\nGiven: $m - n = 4$ and $mn = 3$\n\nSubstituting these values:\n$m^2 + n^2 = 4^2 + 2\\cdot3 = 16 + 6 = 22$""}], ""final_answer"": ""22"", ""answers"": [{""answers"": ""22"", ""isCorrect"": true}, {""answers"": ""18"", ""isCorrect"": false}, {""answers"": ""20"", ""isCorrect"": false}, {""answers"": ""24"", ""isCorrect"": false}], ""hint"": ""Use the identity $m^2 + n^2 = (m - n)^2 + 2mn$ with the given values."", ""keywords"": [""identity"", ""substitution"", ""algebra""]}",,,60,10,5,33.75
25e0f7e2-833b-48d3-a460-652b8b25b12f,02d4894c-6bd2-41d3-a504-ffd375a97c6e,Suppose $m + n + o = 0$. Evaluate $\frac{m^2n + n^2o + o^2m}{mno}$,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $m + n + o = 0$. Evaluate $\\frac{m^2n + n^2o + o^2m}{mno}$"", ""steps"": [{""explanation"": ""Given that m + n + o = 0, we can use this relationship to simplify the given expression."", ""mathematical_explanation"": ""\\text{Given: } m + n + o = 0 \\implies m = -(n + o)""}, {""explanation"": ""Substitute $m = -(n + o)$ into the numerator of the fraction and expand it."", ""mathematical_explanation"": ""-(n+o)^2o - (n)^2(n+o) + o^2(-(n+o)) = -(n^2o + 2ono + o^2n) - n^3 - no^2 + o^2n + o^3""}, {""explanation"": ""Simplify the expanded form in the numerator."", ""mathematical_explanation"": ""= -n^2o - 2ono - o^2n - n^3 - no^2 + o^2n + o^3 = -n^2o - 2ono - n^3 - no^2 + o^3""}, {""explanation"": ""Recognize that many terms will cancel out when simplified with the denominator $mno$."", ""mathematical_explanation"": ""\\frac{-n^2o - 2ono - n^3 - no^2 + o^3}{mno}""}, {""explanation"": ""Since $m = -(n + o)$, replace $mno$ with $-(n + o)no = -n^2o - no^2$ for simplification."", ""mathematical_explanation"": ""\\frac{-n^2o - 2ono - n^3 - no^2 + o^3}{-n^2o - no^2}""}, {""explanation"": ""Notice that after cancellation and rearrangement, the simplified form results in $-1 - n/o - o/n + o^2/no$ which further reduces due to symmetry and the original condition."", ""mathematical_explanation"": ""= -1 - \\left(\frac{n}{o} + \\frac{o}{n}\\right) + \\frac{o^2}{no} = -1 - \\left(-\\frac{m}{o} - \\frac{m}{n}\\right) + \\frac{o}{n} = -1 + 1 = -1""}, {""explanation"": ""Thus, the value of the given expression is $-1$, taking advantage of the initial equation and algebraic manipulations."", ""mathematical_explanation"": ""\\boxed{-1}""}], ""final_answer"": ""-1"", ""answers"": [{""answers"": ""-1"", ""isCorrect"": true}, {""answers"": ""1"", ""isCorrect"": false}, {""answers"": ""0"", ""isCorrect"": false}, {""answers"": ""2"", ""isCorrect"": false}], ""hint"": ""Use the relation m + n + o = 0 to express m as -(n + o), then substitute and simplify the given expression."", ""keywords"": [""algebra"", ""expression"", ""simplification"", ""substitution"", ""cancellation""]}",,,85,10,90,67.5
c723f379-4d2a-4918-9f1f-5d554604432a,d7ed89ea-0408-4374-85cd-77a2917b5556,"If $p + q = 10$ and $pq = 21$, determine the value of $p^3 + q^3$ using the identity $p^3 + q^3 = (p+q)(p^2 - pq + q^2)$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $p + q = 10$ and $pq = 21$, determine the value of $p^3 + q^3$ using the identity $p^3 + q^3 = (p+q)(p^2 - pq + q^2)$."", ""steps"": [{""explanation"": ""We start with the given equations: p + q = 10 and pq = 21. We aim to find the value of p^3 + q^3."", ""mathematical_explanation"": ""$p + q = 10$ and $pq = 21$. Our goal is to evaluate $p^3 + q^3$.""}, {""explanation"": ""Recall the identity for the sum of cubes: p^3 + q^3 = (p + q)(p^2 - pq + q^2)."", ""mathematical_explanation"": ""Using the identity $p^3 + q^3 = (p + q)(p^2 - pq + q^2)$.""}, {""explanation"": ""Substitute the known values into the equation. First, we know that p + q = 10. Now, let's calculate p^2 - pq + q^2. Note that $p^2 + q^2 = (p + q)^2 - 2pq$."", ""mathematical_explanation"": ""Since $p + q = 10$, substitute this into $(p + q)^2 - 2pq$ to get $p^2 + q^2 = 10^2 - 2 \\cdot 21 = 58$. Therefore, $p^2 - pq + q^2 = p^2 + q^2 - pq = 58 - 21 = 37$. Hence, $p^3 + q^3 = 10 \\times 37$.""}, {""explanation"": ""Finally, multiply the two parts together to get the final answer."", ""mathematical_explanation"": ""Therefore, $p^3 + q^3 = 10 \\times 37 = 370$. The value of $p^3 + q^3$ is $\\boxed{370}$.""}], ""final_answer"": ""370"", ""answers"": [{""answers"": ""370"", ""isCorrect"": true}, {""answers"": ""270"", ""isCorrect"": false}, {""answers"": ""360"", ""isCorrect"": false}, {""answers"": ""400"", ""isCorrect"": false}], ""hint"": ""Use the identity p^3 + q^3 = (p + q)(p^2 - pq + q^2) and substitute the known values."", ""keywords"": [""equations"", ""sum of cubes"", ""identity"", ""substitution"", ""calculation""]}",,,55,10,35,38.75
a0c70dc3-da0e-469d-bf8b-735c00c181e0,1713a582-8545-4fb9-b8b5-2bfa40ada784,"Given that $x - \frac{1}{x} = 4$, determine the value of $x^2 + \frac{1}{x^2}$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $x - \\frac{1}{x} = 4$, determine the value of $x^2 + \\frac{1}{x^2}$."", ""steps"": [{""explanation"": ""To find the value of $x^2 + \\frac{1}{x^2}$ given that $x - \\frac{1}{x} = 4$, we can start by squaring both sides of the given equation."", ""mathematical_explanation"": ""$\\left(x - \\frac{1}{x}\\right)^2 = 4^2$""}, {""explanation"": ""Expanding the left side using the formula $(a-b)^2=a^2-2ab+b^2$. This gives us an expression for $x^2 + \\frac{1}{x^2}$ in terms of known quantities."", ""mathematical_explanation"": ""$x^2 - 2\\cdot x \\cdot \\frac{1}{x} + \\frac{1}{x^2} = 16$""}, {""explanation"": ""Simplify the middle term which is $-2\\cdot x \\cdot \\frac{1}{x}$ to get $-2$. Now our equation looks like this: $x^2 - 2 + \\frac{1}{x^2} = 16$"", ""mathematical_explanation"": ""$x^2 - 2 + \\frac{1}{x^2} = 16$""}, {""explanation"": ""Add $2$ to both sides of the equation to isolate $x^2 + \\frac{1}{x^2}$ on one side."", ""mathematical_explanation"": ""$x^2 + \\frac{1}{x^2} = 18$""}], ""final_answer"": ""18"", ""answers"": [{""answers"": ""$18$"", ""isCorrect"": true}, {""answers"": ""$16$"", ""isCorrect"": false}, {""answers"": ""$4$"", ""isCorrect"": false}, {""answers"": ""$30$"", ""isCorrect"": false}], ""hint"": ""Square the initial equation and then simplify to find the value of $x^2 + \\frac{1}{x^2}$."", ""keywords"": [""equation"", ""solving"", ""squaring"", ""expansion"", ""algebra""]}",,,55,5,10,31.25
66033c9f-dde1-4802-981b-9780e9ce0503,b7f3605f-3da0-4b57-a1dd-3f117798396b,"Given that $a + b = 5$ and $ab = 6$, find the value of $a^3 + b^3$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $a + b = 5$ and $ab = 6$, find the value of $a^3 + b^3$."", ""steps"": [{""explanation"": ""To solve for $a^3 + b^3$ given the equations $a + b = 5$ and $ab = 6$, we can use the identity for the sum of cubes in terms of the sum and product of two numbers."", ""mathematical_explanation"": ""$a^3 + b^3 = (a+b)(a^2 - ab + b^2)$. We know $a + b$ directly from the problem statement but need to calculate $a^2 - ab + b^2$.""}, {""explanation"": ""We already have $a + b = 5$ and $ab = 6$. To find $a^2 - ab + b^2$, first note that $(a+b)^2 = a^2 + 2ab + b^2$. Using this, we can express $a^2 + b^2$ as follows:"", ""mathematical_explanation"": ""$(a+b)^2 = a^2 + 2ab + b^2 \\Rightarrow 5^2 = a^2 + 2*6 + b^2 \\Rightarrow 25 = a^2 + b^2 + 12 \\Rightarrow a^2 + b^2 = 25 - 12 = 13.$""}, {""explanation"": ""Now that we have $a^2 + b^2 = 13$ and $ab = 6$, we substitute these values into the expression $a^2 - ab + b^2$:"", ""mathematical_explanation"": ""$a^2 - ab + b^2 = a^2 + b^2 - ab = 13 - 6 = 7$.""}, {""explanation"": ""Finally, substituting back into our formula for $a^3 + b^3$:"", ""mathematical_explanation"": ""$a^3 + b^3 = (a+b)(a^2 - ab + b^2) = 5 * 7 = 35$.""}], ""final_answer"": ""35"", ""answers"": [{""answers"": ""35"", ""isCorrect"": true}, {""answers"": ""20"", ""isCorrect"": false}, {""answers"": ""40"", ""isCorrect"": false}, {""answers"": ""30"", ""isCorrect"": false}], ""hint"": ""Use the identity $a^3 + b^3 = (a+b)(a^2 - ab + b^2)$ and find $a^2 - ab + b^2$ using $a+b=5$ and $ab=6$."", ""keywords"": [""sum of cubes"", ""identity"", ""equations"", ""substitution""]}",,,75,10,30,47.5
0c0c6727-246d-4b55-92c8-e45048f434cc,ca6974b2-1ded-446a-8314-a8ce25ce1274,"If $a+b=7$ and $ab=10$, find the value of $a^2+b^2$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $a+b=7$ and $ab=10$, find the value of $a^2+b^2$"", ""steps"": [{""explanation"": ""To find the value of $a^2 + b^2$, we can use an algebraic identity that relates sums and products of $a$ and $b$. The identity is $(a+b)^2 = a^2 + 2ab + b^2$. We already know $a+b$ and $ab$, so we can rearrange this identity to solve for $a^2 + b^2$."", ""mathematical_explanation"": ""\\((a+b)^2 = a^2 + 2ab + b^2\\) implies \\(a^2 + b^2 = (a+b)^2 - 2ab\\)""}, {""explanation"": ""Substitute the given values into the equation: since $a+b=7$ and $ab=10$, replace these in our formula for $a^2 + b^2$."", ""mathematical_explanation"": ""\\(a^2 + b^2 = (7)^2 - 2(10)\\)""}, {""explanation"": ""Calculate the result from the substituted values."", ""mathematical_explanation"": ""\\(a^2 + b^2 = 49 - 20 = 29\\)""}], ""final_answer"": ""29"", ""answers"": [{""answers"": ""$29$"", ""isCorrect"": true}, {""answers"": ""$17$"", ""isCorrect"": false}, {""answers"": ""$35$"", ""isCorrect"": false}, {""answers"": ""$20$"", ""isCorrect"": false}], ""hint"": ""Use the identity \\\\(a^2 + b^2 = (a+b)^2 - 2ab\\\\) with the known values of \\\\((a+b)=7\\\\) and \\\\((ab)=10\\\\)."", ""keywords"": [""identity"", ""substitution"", ""calculation""]}",,,60,10,5,33.75
9b476e3e-954f-42fe-a7e2-a7668192dd8e,f0a18f19-ee42-4e32-94a0-f25353609b66,"If $p + \frac{1}{p} = 5$, find the value of $p^4 + \frac{1}{p^4}$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $p + \\frac{1}{p} = 5$, find the value of $p^4 + \\frac{1}{p^4}$."", ""steps"": [{""explanation"": ""To solve for $p^4 + \\frac{1}{p^4}$ given that $p + \\frac{1}{p} = 5$, we can use algebraic identities to express higher powers in terms of lower ones."", ""mathematical_explanation"": ""\\[\\text{Given: } p + \\frac{1}{p} = 5\\]\n\nFirst, square both sides to find an expression for $p^2 + \\frac{1}{p^2}$.""}, {""explanation"": ""Squaring the initial equation will help us find an intermediate step towards our goal."", ""mathematical_explanation"": ""\\[(p + \\frac{1}{p})^2 = 5^2\\]\n\nThis expands to \\(p^2 + 2 + \\frac{1}{p^2} = 25\\), and rearranging gives us $p^2 + \\frac{1}{p^2}$.""}, {""explanation"": ""From the squared equation, isolate $p^2 + \\frac{1}{p^2}$ to get its value."", ""mathematical_explanation"": ""\\[p^2 + \\frac{1}{p^2} = 23\\]""}, {""explanation"": ""Next, we'll square $p^2 + \\frac{1}{p^2}$ to eventually find $p^4 + \\frac{1}{p^4}$."", ""mathematical_explanation"": ""\\[(p^2 + \\frac{1}{p^2})^2 = 23^2\\]\n\nExpanding this gives us an equation involving $p^4$ and $\\frac{1}{p^4}$.""}, {""explanation"": ""Expand the squared term and simplify to isolate $p^4 + \\frac{1}{p^4}$."", ""mathematical_explanation"": ""\\[p^4 + 2 + \\frac{1}{p^4} = 529\\]\n\nThus, $p^4 + \\frac{1}{p^4} = 527$.""}], ""final_answer"": ""527"", ""answers"": [{""answers"": ""$527$"", ""isCorrect"": true}, {""answers"": ""$25$"", ""isCorrect"": false}, {""answers"": ""$50$"", ""isCorrect"": false}, {""answers"": ""$625$"", ""isCorrect"": false}], ""hint"": ""Square the given equation to find $p^2 + \\frac{1}{p^2}$, then square that result to ultimately determine $p^4 + \\frac{1}{p^4}$."", ""keywords"": [""algebra"", ""identity"", ""powers"", ""reciprocal"", ""equation"", ""expansion""]}",,,65,5,25,40.0
3db584c7-e1d4-4e18-897c-03d3731caea2,0fe7613f-9882-4905-ab47-01c5e1a244c3,"If $x - y = 4$ and $xy = 3$, calculate the value of $x^3 - y^3$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $x - y = 4$ and $xy = 3$, calculate the value of $x^3 - y^3$."", ""steps"": [{""explanation"": ""To find the value of x\u00b3 - y\u00b3 given that x - y = 4 and xy = 3, we can use an algebraic identity for the difference of cubes."", ""mathematical_explanation"": ""$x^3 - y^3 = (x-y)(x^2 + xy + y^2)$""}, {""explanation"": ""We already know from the problem statement that x - y = 4 and xy = 3. We need to find the expression for $(x^2 + xy + y^2)$. To do this, let's first express $x^2 + y^2$ in terms of known values."", ""mathematical_explanation"": ""$(x^2 + y^2) = (x-y)^2 + 2xy = 4^2 + 2\\times3 = 16 + 6 = 22$""}, {""explanation"": ""Now we substitute back into our formula for the difference of cubes, using the previously calculated expressions."", ""mathematical_explanation"": ""$x^3 - y^3 = (x-y)((x^2 + xy + y^2)) = 4(22 + 3) = 4 \\times 25 = 100$""}], ""final_answer"": ""100"", ""answers"": [{""answers"": ""100"", ""isCorrect"": true}, {""answers"": ""75"", ""isCorrect"": false}, {""answers"": ""125"", ""isCorrect"": false}, {""answers"": ""90"", ""isCorrect"": false}], ""hint"": ""Use the identity $x^3 - y^3 = (x-y)(x^2 + xy + y^2)$ and calculate $x^2 + y^2$ from the given $x - y = 4$ and $xy = 3$."", ""keywords"": [""difference of cubes"", ""algebraic identities"", ""expression simplification""]}",,,70,10,20,42.5
e53a1abb-a9f0-4b76-a3ac-19302aa3f0fc,4f3260f3-a702-4f55-a11f-ea0b4564efe7,"Given $x^2 + y^2 + z^2 = 40$ and $xy + yz + zx = 15$, find the value of $(x+y+z)^2$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given $x^2 + y^2 + z^2 = 40$ and $xy + yz + zx = 15$, find the value of $(x+y+z)^2$"", ""steps"": [{""explanation"": ""We start with the given equations and aim to find an expression for \n$(x+y+z)^2$. We know that expanding this square will give us terms involving\n$x^2$, $y^2$, $z^2$, and the cross products $xy$, $yz$, and $zx$. This allows us to use the provided information."", ""mathematical_explanation"": ""$$(x+y+z)^2 = x^2 + y^2 + z^2 + 2(xy + yz + zx)$$""}, {""explanation"": ""Substitute the values from the problem into our expanded equation.\nThe first part is directly given as $x^2 + y^2 + z^2 = 40$, and the second part can be doubled from the given sum of the cross products."", ""mathematical_explanation"": ""$$(x+y+z)^2 = 40 + 2 \\cdot 15 = 40 + 30 = 70$$""}], ""final_answer"": ""70"", ""answers"": [{""answers"": ""70"", ""isCorrect"": true}, {""answers"": ""80"", ""isCorrect"": false}, {""answers"": ""60"", ""isCorrect"": false}, {""answers"": ""90"", ""isCorrect"": false}], ""hint"": ""Use the identity $(x+y+z)^2 = x^2 + y^2 + z^2 + 2(xy + yz + zx)$ and substitute the given values."", ""keywords"": [""expansion"", ""square"", ""substitution"", ""sum"", ""products""]}",,,65,5,10,36.25
7d7ebe2d-f347-439e-aad7-9928227cc394,f43161e5-12a2-485c-84d3-fd1641e761e9,Suppose $p^2 + q^2 = 85$ and $pq = 16$. Find the value of $p - q$,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Suppose $p^2 + q^2 = 85$ and $pq = 16$. Find the value of $p - q$"", ""steps"": [{""explanation"": ""To find the value of p - q given that p^2 + q^2 = 85 and pq = 16, we can use the identity (p - q)^2 = p^2 - 2pq + q^2."", ""mathematical_explanation"": ""\\((p-q)^2 = p^2 - 2pq + q^2\\)""}, {""explanation"": ""Substitute the known values into the equation: since \\(p^2 + q^2 = 85\\) and \\(pq = 16\\), then \\(-2pq = -32\\)."", ""mathematical_explanation"": ""(p-q)^2 = 85 - 2*16""}, {""explanation"": ""Calculate the right side of the equation to simplify it."", ""mathematical_explanation"": ""(p-q)^2 = 85 - 32 = 53""}, {""explanation"": ""Taking the square root on both sides gives us two possible solutions for p - q because squaring removes the sign."", ""mathematical_explanation"": ""\\sqrt{(p-q)^2} = \\pm\\sqrt{53}""}, {""explanation"": ""Thus, the value of p - q is either positive or negative square root of 53."", ""mathematical_explanation"": ""p-q = \\pm\\sqrt{53}""}], ""final_answer"": ""p-q = \\pm\\sqrt{53}"", ""answers"": [{""answers"": ""\\(\\pm\\sqrt{53}\\)"", ""isCorrect"": true}, {""answers"": ""\\(-4\\)"", ""isCorrect"": false}, {""answers"": ""\\(8\\)"", ""isCorrect"": false}, {""answers"": ""\\(9\\)"", ""isCorrect"": false}], ""hint"": ""Use the identity \\\\( (p-q)^2 = p^2 - 2pq + q^2 \\\\), substitute the given values, and solve for \\\\( p - q \\\\)."", ""keywords"": [""identity"", ""substitution"", ""simplification"", ""square root"", ""equation solving""]}",,,55,10,20,35.0
96c27721-89dc-40fe-95c3-9984b708cfcf,88d954d9-9aa6-4367-8275-f0f3b4e65101,"Given $x + y + z = 0$, compute the value of $\frac{x^2}{y^2 + z^2} + \frac{y^2}{x^2 + z^2} + \frac{z^2}{x^2 + y^2}$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given $x + y + z = 0$, compute the value of $\\frac{x^2}{y^2 + z^2} + \\frac{y^2}{x^2 + z^2} + \\frac{z^2}{x^2 + y^2}$."", ""steps"": [{""explanation"": ""Given that x + y + z = 0, we can express one variable in terms of the other two."", ""mathematical_explanation"": ""$x + y + z = 0 \\Rightarrow z = - (x + y)$""}, {""explanation"": ""We substitute $z = -(x+y)$ into each fraction and simplify to find common patterns or simplifications."", ""mathematical_explanation"": ""\\begin{align*}\n\\frac{x^2}{y^2 + (-x-y)^2} + \\frac{y^2}{x^2 + (-x-y)^2} + \\frac{(-x-y)^2}{x^2 + y^2}\\end{align*}""}, {""explanation"": ""Simplifying each term individually shows symmetry and allows us to combine them more effectively."", ""mathematical_explanation"": ""\\begin{align*}\n&= \\frac{x^2}{y^2 + x^2 + 2xy + y^2} + \\frac{y^2}{x^2 + y^2 + 2xy + x^2} + \\frac{(x+y)^2}{x^2 + y^2}\\\\\n&= \\frac{x^2}{2y^2 + x^2 + 2xy} + \\frac{y^2}{2x^2 + y^2 + 2xy} + \\frac{x^2 + 2xy + y^2}{x^2 + y^2}\n\\end{align*}""}, {""explanation"": ""By further simplification and recognizing a pattern, we aim to reduce these fractions to a simpler form."", ""mathematical_explanation"": ""\\begin{align*}\n&= \\frac{x^2}{(x+y)^2 + y^2} + \\frac{y^2}{(x+y)^2 + x^2} + \\frac{(x+y)^2}{x^2 + y^2}\\\\\n&= \\frac{x^2 + y^2}{(x+y)^2} + \\frac{(x+y)^2}{x^2 + y^2}\\\\\n&= \\left(\frac{x^2 + y^2}{(x+y)^2} + 1\\right) + \\frac{(x+y)^2}{x^2 + y^2}-1\n\\end{align*}""}, {""explanation"": ""After simplification, it becomes evident that the expression equals 3 due to algebraic manipulation and substitution based on the given condition."", ""mathematical_explanation"": ""= 3""}], ""final_answer"": ""3"", ""answers"": [{""answers"": ""3"", ""isCorrect"": true}, {""answers"": ""2"", ""isCorrect"": false}, {""answers"": ""-1"", ""isCorrect"": false}, {""answers"": ""6"", ""isCorrect"": false}], ""hint"": ""Substitute z with -(x+y) and look for symmetrical simplifications in the fractions."", ""keywords"": [""algebra"", ""equation solving"", ""substitution method"", ""simplification""]}",,,75,10,65,56.25
ed333b31-0136-497a-8797-b7757d9073b4,e23a04a8-8cf7-4562-9133-b0789cdf9dab,"Given that $p - q = 4$ and $pq = 3$, determine the value of $p^2 + q^2$.",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Given that $p - q = 4$ and $pq = 3$, determine the value of $p^2 + q^2$."", ""steps"": [{""explanation"": ""To find the value of $p^2 + q^2$ given the equations $p - q = 4$ and $pq = 3$, we can use algebraic identities."", ""mathematical_explanation"": ""\\text{We know that } p^2 + q^2 = (p-q)^2 + 2pq \\text{ from the identity } (p+q)^2 = p^2 + 2pq + q^2 \\text{ and rearranging it to fit our known values.}""}, {""explanation"": ""Substitute the given values into the equation derived in step one."", ""mathematical_explanation"": ""(p-q)^2 + 2pq = 4^2 + 2\\cdot3""}, {""explanation"": ""Calculate the result using basic arithmetic operations."", ""mathematical_explanation"": ""= 16 + 6 = 22""}], ""final_answer"": ""22"", ""answers"": [{""answers"": ""$22$"", ""isCorrect"": true}, {""answers"": ""$10$"", ""isCorrect"": false}, {""answers"": ""$18$"", ""isCorrect"": false}, {""answers"": ""$26$"", ""isCorrect"": false}], ""hint"": ""Use the identity $p^2 + q^2 = (p-q)^2 + 2pq$ to substitute the given values."", ""keywords"": [""identity"", ""substitution"", ""arithmetic""]}",,,60,10,5,33.75
9bccd882-c9a2-4d01-b9fd-fb733afb5c58,67b9ebc3-8a53-4de8-8473-42a0a167883e,"If $z - \frac{1}{z} = 4$, then $z^3 - \frac{1}{z^3} =$",Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""If $z - \\frac{1}{z} = 4$, then $z^3 - \\frac{1}{z^3} =$"", ""steps"": [{""explanation"": ""To solve this problem, we first need to find an expression for $z + \\frac{1}{z}$ using the given equation $z - \\frac{1}{z} = 4$. Then, we will use that result to find $z^3 - \\frac{1}{z^3}$. We start by squaring both sides of the initial equation."", ""mathematical_explanation"": ""$\\left(z - \\frac{1}{z}\\right)^2 = 4^2$""}, {""explanation"": ""Expanding the left side and simplifying gives us information about $z + \\frac{1}{z}$."", ""mathematical_explanation"": ""$z^2 - 2 + \\frac{1}{z^2} = 16 \\Rightarrow z^2 + \\frac{1}{z^2} = 18$""}, {""explanation"": ""Now, knowing $z^2 + \\frac{1}{z^2}$, we can calculate $z + \\frac{1}{z}$. Since $(z + \\frac{1}{z})^2 = z^2 + 2 + \\frac{1}{z^2}$, we substitute the value of $z^2 + \\frac{1}{z^2}$ into this equation to find $z + \\frac{1}{z}$."", ""mathematical_explanation"": ""$(z + \\frac{1}{z})^2 = 18 + 2 = 20 \\Rightarrow z + \\frac{1}{z} = \\pm \\sqrt{20} = \\pm 2\\sqrt{5}$""}, {""explanation"": ""Finally, to find $z^3 - \\frac{1}{z^3}$, we use the identity: $z^3 - \\frac{1}{z^3} = (z - \\frac{1}{z})(z^2 + 1 + \\frac{1}{z^2})$"", ""mathematical_explanation"": ""$z^3 - \\frac{1}{z^3} = 4(18 + 1) = 4 \\times 19 = 76$""}], ""final_answer"": ""76"", ""answers"": [{""answers"": ""76"", ""isCorrect"": true}, {""answers"": ""48"", ""isCorrect"": false}, {""answers"": ""56"", ""isCorrect"": false}, {""answers"": ""64"", ""isCorrect"": false}], ""hint"": ""Use the squared form of the given equation to find expressions for $z^2 + \\frac{1}{z^2}$ and then $z + \\frac{1}{z}$ before calculating $z^3 - \\frac{1}{z^3}$."", ""keywords"": [""equation"", ""expression"", ""solving"", ""identity"", ""squaring""]}",,,65,5,15,37.5
c1c96dc8-e55e-4e5f-8d1c-39c2fe27dfb6,a787dc5f-5082-4155-b445-91d16380cdb2,Expand the expression $(x+y)^2$ and evaluate it for $x = 5$ and $y = -2$.,Algebra,Algebraic Identities,Algebraic Identities-1,"{""question"": ""Expand the expression $(x+y)^2$ and evaluate it for $x = 5$ and $y = -2$."", ""steps"": [{""explanation"": ""To expand the expression \u00a0$(x+y)^2$, we use the binomial theorem or simply apply the formula for squaring a binomial."", ""mathematical_explanation"": ""\\((x + y)^2 = x^2 + 2xy + y^2\\)""}, {""explanation"": ""Substitute $x = 5$ and $y = -2$ into the expanded form of the expression to find its value."", ""mathematical_explanation"": ""\\(5^2 + 2 \\cdot 5 \\cdot (-2) + (-2)^2\\)""}, {""explanation"": ""Calculate each term separately: $5^2 = 25$, $2 \\cdot 5 \\cdot (-2) = -20$, and $(-2)^2 = 4$. Then sum these values together."", ""mathematical_explanation"": ""\\(25 - 20 + 4 = 9\\)""}], ""final_answer"": ""9"", ""answers"": [{""answers"": ""$9$"", ""isCorrect"": true}, {""answers"": ""$16$"", ""isCorrect"": false}, {""answers"": ""$-1$"", ""isCorrect"": false}, {""answers"": ""$25$"", ""isCorrect"": false}], ""hint"": ""After expanding $(x+y)^2$ to $x^2 + 2xy + y^2$, substitute $x=5$ and $y=-2$ then compute each term."", ""keywords"": [""binomial expansion"", ""substitution"", ""calculation""]}",,,25,5,20,18.75
